Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
000508bc79d28e7aa80ff6597f4f3db7,Melissa,Texas,No,754
00050a062e1548d98c7af7f44309154e,Suffolk,Virginia,No,234
00050f203b55e72fc8ada0319813ed32,Chula Vista,California,No,919
00050f2e6d89737c5d2af615f9aaf32b,,Oregon,Yes,
00051e4d6cacc63f05442ef9bffa1310,Greensboro,North Carolina,No,274
00052006c47375049337beafe2a2308b,Saint Paul,Minnesota,No,551
0005217360eaad75db1d28837bd15658,Hoboken,New Jersey,No,070
0005218c60733bc970b7e703a0dfe57f,Savannah,Georgia,No,314
000529aa89291c6825144b8dbbd399ab,Urbana,Illinois,No,618
00052b8a1c5eab1a8086c2577d7f19dc,Clayton,North Carolina,No,275
0005327bfe18229b926c7d15aa2eb32b,Acton,California,No,935
00053c6a9d9bfdfccc009c642983ebb0,Gulf Breeze,Florida,No,325
00053d1eadab5899fb359b14dfc5a00c,Moorhead,Minnesota,No,565
000542d72c374fc65c58a79420078a55,Valparaiso,Indiana,No,463
00054868052316310fc41e42eafe3ecd,McKinney,Texas,No,750
00054f4b278af0c8ded9e9449339340a,American Fork,Utah,No,840
0005546c587642c3ade7be5fe4ecd640,Minneapolis,Minnesota,No,554
0005563d86efe412de0654a9c15b8b7e,New Orleans,Louisiana,No,701
00055ed4f4745e71dbb25b0b2b40f306,Albuquerque,New Mexico,No,871
000562cc943f4bb8aa6db6cd9baeefcf,,California,No,
0005788cc0356d42c93193917b402967,Canoga Park,California,No,913
000581cf61255745a0a6789c5d2ad072,Ankeny,Iowa,No,500
000583fdc4983283e74c3397102f9af6,Agawam,Massachusetts,No,010
0005b3d2dfa15c12fc258071d3b47020,Jacksonville,Florida,No,322
0005bb4838787c4ed1475f742c4cdd36,Florence,South Carolina,No,295
0005bcf354beaaf07e1d4aafbbe97032,Howard,Colorado,No,812
0005bcf3896a09114d7d6077efa43924,Pasadena,Texas,No,775
0005bcfc6ff3fac055969572c677fda7,Wylie,Texas,No,750
0005bf4d6818b8bbbc858c57887605bf,Lake Zurich,Illinois,No,600
0005d20121983a3e7daaaad30759f8b7,Fairfield,California,No,945
0005d3a0de873181b9feeb4b4d762254,,other,No,
0005ddbf06bdba7d62bb999b512c7844,Princeton,Louisiana,No,710
0005ddde8adf3449484ac8a242c67cc2,Vero Beach,Florida,No,329
0005e94def8dbd5e0ca7a01437536f9a,Oakland,California,No,946
0005f200ba504e18bfa72b751aa94ca4,Olathe,Kansas,No,660
0005fe36450ab0d115effb7030346d66,Jay,Oklahoma,No,743
0005fe4ee8c0133cac16534e2c7a1e48,Vance,Alabama,No,354
0005ffefbb56fc35b8627c73c4c1c6fc,New York,New York,No,100
00061145ab79728aeee206c51959f012,Palm Harbor,Florida,No,346
00061f4cbe3b29b0cbab8f0ef6068100,Oak Lawn,Illinois,No,604
000629d8ca7e807dee47d389b1715bcd,,other,No,
00062c3cb94f5d558a0ecca78c3d5511,Placentia,California,Yes,928
000630ab66464a738cab5036738075df,Panama City,Florida,No,324
000638e6e1f75a810bf08b2889b518ea,Horseheads,New York,No,148
00063ff82898763135371d1052adaf9d,New Haven,Connecticut,No,065
000641544e0a744e13fe58f325ab62cc,Panama City,Florida,Yes,324
00064eac8b3d1f6dea8a07559922ed58,Troy,Michigan,No,480
00064fccec7dc838b10e7aa99a0ebd60,Renton,Washington,No,980
0006658276977eeefb5bc7b0c7399b5b,Marietta,Georgia,No,300
00066ccc94981679216ed6c32d5f57e4,Mobile,Alabama,No,366
000670b87f78416405d696225b1edc24,Brentwood,New York,No,117
00068a74cc0285896a091ac2a4542a77,Saint Louis,Missouri,No,631
000697d997ae059b73b5b3c5c9d6a24e,Michigantown,Indiana,No,460
00069806069c7df36502b8894e6b81b1,Sandy,Utah,No,840
00069eaf8e754d0b8d3c18de202c7ac6,,New York,No,
0006a9135c313033a9a19c25e6d20670,Plymouth,New Hampshire,Yes,032
0006b25b33c313e3c764345e1db5c688,Sugar Land,Texas,No,774
0006c59e2e24920011fbfd274ee7e377,Eudora,Arkansas,No,716
0006c635801c9772f0c82a903c6998f6,Charlotte,North Carolina,No,282
0006cf9f74f9add3c5f7500c2e18b298,Milford,Connecticut,Yes,064
0006d10d9d2af2fa09ed007d742633b1,,other,Yes,
0006d59944b0473be99a01db51f9a528,Chicago,Illinois,No,606
0006d6759c94dbe94f2d4a30b87f4411,Walnut Creek,California,Yes,945
0006efc837b03194c691550bfdadd12b,,Virginia,No,201
0006fb13ba498b452e5ff6078ee1a279,Vancouver,Washington,No,986
000706e6f582029aef44f72af2522248,Downey,California,No,902
00070e08d1da22eda803f96829d83247,Philadelphia,Pennsylvania,No,191
00070fd37d3e8b5b7c08a4a0ba22aba1,Norman,Oklahoma,No,730
00071bfd6e2e1b34a651e63302cce7c7,Oak Lawn,Illinois,No,604
00071ec42078f3966624bc7ce0305410,Philadelphia,Pennsylvania,No,191
0007220b001956e53452bce577d18ffa,Dixfield,Maine,No,042
00072a3616151a38ac844fe0c816ee9e,Atlanta,Texas,No,303
00073384a6b6c790563af323f0eb01b7,Nashville,Tennessee,No,372
000733ae8cc3aabae184ebaf368b5334,Knierim,Iowa,No,505
0007353c5c2753d46cdbe05c55cd7ba4,Sugar Land,Texas,No,774
00074620315b07c21204066686c2ba42,Kuna,Idaho,Yes,836
0007637d3e8ab4f64f1b1fe3a055df4a,Katy,Texas,No,774
00076c7103b5fe57febb9d8c04af4784,Springfield,Illinois,No,627
00076d15de0f8259e918a55b05662a52,,California,No,963
00076f105811206f3d79dd9f1b24aa99,,Ohio,No,
00076f1c154596e59dd04b0adbfe4c95,Dewitt,Michigan,No,488
000777796eb9423e2153edff79eccd78,Dallas,Texas,No,752
00077a8c59b2234413d5a1a23dc70330,Escanaba,Michigan,No,498
0007851fc9a8da3ab5f44c8d2fdaea82,Seattle,other,Yes,981
0007852eba40a5faf79d9fa17074a1bc,Rock Island,Illinois,Yes,612
000788eabed90a42e3c8527053b65919,Edgewater,Maryland,No,210
000796759b25145e0dcb8a0fad33d801,,other,No,
00079b216b9dbdec236401375bf3eda2,Lexington,South Carolina,No,290
00079f480d2573f85edcd4627c930514,New Haven,Connecticut,No,065
0007c051eb47daf3d1307891f0a488b7,Merritt Island,Florida,No,329
0007c587f59cf59cc697f4a541fdb589,Deland,Florida,No,327
0007da4aa7b6124fea6c5fef9999a77d,Waldport,Oregon,No,973
0007e074e91a42c28831907609cbcf38,Summerville,South Carolina,No,294
0007e61b6a753a67031c64c00bff1251,Oak Park,Illinois,No,603
0007f379269c7a5e02bbf568e0d42938,Palm Coast,Florida,No,321
00081f20619895d34482af10e41b0898,Chevy Chase,Maryland,No,208
00081fa471083705cbc01971755c5661,Denver,Colorado,No,802
00082275367b041972b7b133349f66fd,Fernandina Beach,Florida,No,320
00082ce5c018610ecbf7cf57e8a064f2,Jerome,Idaho,No,833
000831b891e549c18b67c6984f2fbb7e,Berkeley,California,No,947
000832bc0aafcaf274db0db25e4f2bb0,Saint Paul,Minnesota,No,551
000847592e3ce9b193c523e68daaf75a,Seattle,Washington,No,981
0008648dfdc56da51cc8318d28d06a03,Lynnwood,Washington,No,980
000867a4f4785900772008443e42ed6f,Cumberland,Maryland,No,215
00086e2210bba578da08f55960e945b7,,Virginia,No,
00086e4e19e80f3f17e2f05421549ce1,Albany,New York,No,122
00086ecbab11a691655fb926ba841059,Tampa,Florida,No,336
0008797723b416d532421a71c32b2ae7,Winter Park,Florida,No,327
00087bdaa579b108e0b96030a33a0065,,other,No,
00087ec2434e5c760508ec1cd7b740fc,,other,No,
00088700b1a74fdb0bcc7d8d458c25f6,Lumberton,New Jersey,No,080
0008ab1b251bf22f7d11fb6540327825,Sacramento,California,Yes,958
0008acf534b45f10db7f340b2f767a43,Cheyenne,Wyoming,No,820
0008b14f449e8f50f1807f1aaf475db9,Yarmouth,Maine,No,040
0008b2fd8f36ae138df92ef90c49169a,Brooklyn,New York,No,112
0008b635cc2e3f9f5c128278f4b583bb,Lincoln,Rhode Island,No,028
0008b9b73b5eaeb5f96cbd673eca324b,Oakland,California,No,946
0008bc0912b5b7c13e2d8e1b71c39728,Lexington,South Carolina,Yes,290
0008d4015e9bda6d90a2651aeae409af,Chicago,Illinois,No,606
0008d8361e652b3b7c59e11bec470f26,Wagener,South Carolina,No,291
0008ebb089883290a83a4c052b77a24f,Avon,Indiana,No,461
0008ee66475c633f58aabf62a3be6e18,East Hanover,New Jersey,No,079
0008f2f55a3af2432b287ac2dd157b3c,Alexandria,Virginia,Yes,223
0008f671bd20b3173d4b03c3b33ea2d1,Utica,Michigan,No,483
0008fa5411d35a123ca146cd82e8a670,Nashua,New Hampshire,No,030
0008fd9f078d6226e028c427a6421143,Los Angeles,California,No,900
0008ff59ba832f21acc4a21b7a8bc910,Atascadero,California,No,934
0009092332b898c60272d744de3baedc,Morehead City,North Carolina,No,285
00090c8739516cf090362dd720653f37,Chicago,Illinois,No,606
00091cca56fde3169148af949c320a03,Lawrence,Kansas,No,660
0009288edf7043080f088c5d85b91c9c,Omaha,Nebraska,No,681
00092a352265e25f47512c245eeadac7,,other,No,
00092b812a947136a105a19a89659cd0,Snohomish,Washington,No,982
00094c10eda32a6f8caa8106db96b41a,Williamsburg,West Virginia,Yes,249
000953be397a909f04d36356529c03a7,Houston,Texas,No,770
00095794f3bc59c6fe33d6145d3feda7,Sacramento,California,No,958
000959640ceca5de2579001dc475d3df,Fishers,Ohio,Yes,460
00096512dda8feecfbd2c53f812132f3,,other,Yes,
00096776962c5d9855927f6b0d488255,Lordsburg,New Mexico,No,880
00096b78c0bb2aa0d1bec0bf57e8d5f7,Bethesda,District of Columbia,No,208
00096bac2d14f569b837213f0b0bee48,Orland Park,Illinois,No,604
000970759e42dd513206ae49602343b5,Salem,Indiana,No,471
000989cf33ce1cabd7f29d60ca54cc4f,Chicago,Illinois,No,606
00098eed626fe8574cd21d2fe6a5e796,Springfield,Virginia,No,221
000994df8c0f269161a27feae7276a5f,Newark,California,No,945
00099a9b307b87249847d1149c4e9ff6,Las Vegas,Nevada,No,891
0009a25dcc353d5047633d62b155fe61,Las Vegas,Nevada,No,891
0009a8583b7df22083d76c696840a1c2,,other,Yes,
0009af67b60362e85812e1e69904d117,Charlotte,North Carolina,No,282
0009b7def3611c4ade15745f198aba4f,Elm City,North Carolina,No,278
0009b8318c1914701e4d1063f2a008d8,Columbus,Ohio,Yes,432
0009c802b45c8506cd489a28e393d190,Norwalk,Connecticut,Yes,068
0009c9475ffa24943b4654b9c35c6391,Muskegon,Michigan,No,494
0009cc6fb87d78485bb8e5c2628a24d7,,New York,No,
0009d2759ff78b89a8b85b95ffc1e921,Cypress,Texas,No,774
0009d32a35d67d614d87a22281040c78,,Iowa,No,
0009d37825b2c60871a3ac3e771562af,Fargo,North Dakota,No,581
0009d6067903d91960668198f0e96536,Novato,California,No,949
0009f8a900cc0954f1db5802a8ce8ba3,Maize,Kansas,No,671
000a1426bdce8ba3e9879a4e0d4e0be4,Winona,Minnesota,No,559
000a178f0bbfca85c5f727ed9cc6c4cc,Houston,Texas,No,770
000a2adf5cc5f359247e766b53938863,Murrieta,California,No,925
000a2cbac7b667597b78630b1e096fbc,North Andover,Massachusetts,Yes,018
000a3a8dbef0c615b22e7ba01f2746a8,Terral,Oklahoma,No,735
000a3f73f339aefaddc31fabd37470e0,Santa Clara,California,No,950
000a4ebf1ceb9c6bd9978d4362493c6e,Missouri City,Texas,No,774
000a53ee1fee7711c988a457c528f0ba,Ozark,Arkansas,No,729
000a57bf01d5464464649e63537bedac,Vacaville,California,No,956
000a72a7ddce12bbbdd0688171984417,Martinez,California,No,945
000a770b6bbcaf29afa2b0ce8c799a66,Memphis,Tennessee,No,381
000a7d0f9cb24753fe909185806b574e,Temecula,California,No,925
000a7e6c31b7a385e6eaaed373ab5a61,New York,New York,No,102
000a83cabb5f64d9bd514abd6de24fbf,Cincinnati,Ohio,No,452
000a8c649963a724d7cc5b10bad7a1dc,Janesville,Wisconsin,Yes,535
000a98139f20569bbd6be618e1edff02,Ellicott City,Maryland,No,210
000aa6147252f865a6237855caebc6e7,Las Vegas,Nevada,Yes,891
000aab3921720d05d81557f8877b0a0d,San Leandro,California,No,945
000ab96e3cdf1e01b250ecf167cb06f6,McKinney,Texas,No,750
000ad0bc36a137c29d9125f78494bb2b,Placentia,California,No,928
000ad21f8206d9f5f1d39d1483b75662,San Francisco,California,No,941
000ae0b50e9f0bfd913a2272d96616bc,,other,No,
000ae1fb24c6f134c6652a54447f7b41,Bellingham,Washington,No,982
000ae2cd709ddf91cf0722d30077296d,Claremore,Oklahoma,No,740
000ae37b903154ffa02fe2235fc8d5dc,New York,New York,No,100
000ae548956dbfa0c36943c4157af1b1,Dassel,Minnesota,No,553
000aeb1983cf7937dd136d0eafac5e70,Radnor,Ohio,No,430
000aed17ba16c5753c813bd002afbaa7,Woodhaven,New York,No,114
000b159ced5b90be5f82ba4783bb215e,,California,Yes,
000b2f99863f25561fb362c7e2dfb177,Hoboken,New Jersey,No,070
000b36b2802bac7a3e42376b87a2838e,Plymouth,Indiana,No,465
000b40c2431fce94aca12084d9b2cd4e,Dedham,Massachusetts,No,020
000b41e62a660c63c1a35e8e42d9b063,Lagrange,Georgia,No,302
000b453b17cc9c27f1bd26f96bc04736,Hollywood,Florida,No,330
000b476cefb172411486ba92e80fbed3,Salt Lake City,Utah,No,841
000b625c3ba61273410e8c5fcf05c63b,Ava,Illinois,No,629
000b62a5da8f3a91679945543d50f991,Los Angeles,California,No,900
000b6a356f2c5b75e246c413f5e4dfab,,Michigan,No,
000b713b910e2355799d02ea2140bc36,El Paso,Texas,No,799
000b71c4cc2a411daf4a3a646f7ee7dd,Wethersfield,Connecticut,No,061
000b7296f51c311a5323443357291723,San Bruno,California,No,940
000b798db4a5db631f77e4b0fa3218ae,Southbury,Connecticut,No,064
000b8d660a329bbdbf888500e4bd8b98,Grand Blanc,Michigan,No,484
000b8ed0edaf1c873e2543f290c2086a,Thibodaux,Louisiana,No,703
000b97ed9d36a6a89fe61b376bab0073,North Las Vegas,Nevada,Yes,890
000b9aab72236239156e49fc85469faa,Germantown,Tennessee,No,381
000ba51456bb1610c03180541f5ddfbc,Eden,Texas,No,768
000baeedb9c9756b6335a16918770e0f,Weston,Florida,No,333
000bb57e7995b68d0eb4dc5dd16c9d1a,Anaheim,California,No,928
000bba7748e9b70116c989fd45887ca3,Allegan,Michigan,No,490
000bba913259a5c5dbb763a535cc88b8,Oconomowoc,Wisconsin,No,530
000bbe1e1fc56a234ebfd14eedeefc92,Floral Park,New York,No,110
000bc4dc37f207759fbbf44423afd608,Jacksonville,Florida,No,322
000bd4e57f8f09afe3f384a455903d67,East Elmhurst,New York,No,113
000bd65fa7fd59b741e695f426db8185,Monroe,North Carolina,No,281
000be6a38a43cca7006997b168c9e31b,Foxboro,Massachusetts,Yes,020
000be8cc5395d4c5c83ef8dcef489e26,Culver City,California,Yes,902
000beb64929f34196ca6381cc8fa99e2,Dewitt,Michigan,No,488
000bed07a916b39fe5c1a67417904ffe,Nowata,Oklahoma,No,740
000beebcafd95fe04f7a2d6a8e55c4df,Pomona,California,No,917
000beee41a7f4c96cddf20ca15eeb0a8,Raleigh,North Carolina,No,276
